Alytaus NORFA Topolių paštomatas (naujas!)

Alytaus PC ARENA paštomatas

Alytaus RIMI Pulko paštomatas

Anykščių NORFA Vilniaus g. paštomatas

Biržų NORFA paštomatas

Druskininkų IKI Čiurlionio paštomatas

Eišiškių NORFA paštomatas (naujas!)

Elektrėnų MAXIMA paštomatas (naujoje vietoje!)

Gargždų NORFA paštomatas

Garliavos NORFA paštomatas
Ignalinos NORFA paštomatas

Jonavos NORFA Žeimių paštomatas (naujas!)

Jonavos RIMI paštomatas

Joniškio NORFA paštomatas (grąžintas!)

Jurbarko MAXIMA CENTRO paštomatas

Kaišiadorių RIMI paštomatas

Kauno EXPRESS MARKET Vytauto paštomatas (naujas

Kauno IKI Girstučio paštomatas

Kauno IKI Ramučių paštomatas (naujas!)

Kauno IKI Sukilėlių paštomatas

Kauno IKI Varnių paštomatas (naujas!)

Kauno IKI Veiverių paštomatas

Kauno MAXIMA Masiulio paštomatas

Kauno MAXIMA Ringaudų paštomatas (naujas!)

Kauno PC AKROPOLIS paštomatas

Kauno PC MOLAS paštomatas (naujas!)

Kauno PC RIVER MALL paštomatas

Kauno PLC MEGA paštomatas

Kauno PM URMAS paštomatas (naujas!)
Kauno RIMI Baltijos paštomatas (naujas!)

Kauno RIMI Europos paštomatas

Kauno RIMI Juozapavičiaus paštomatas (naujas!)

Kauno RIMI Krėvės paštomatas

Kauno RIMI Raudondvario paštomatas

Kauno RIMI Romainių paštomatas (naujas!)

Kauno RIMI Savanorių paštomatas

Kauno ŠILAS Baltų paštomatas

Kauno ŠILAS Baranausko paštomatas

Kauno ŠILAS Juozapavičiaus paštomatas

Kauno ŠILAS Škirpos paštomatas (naujas!)

Kauno ŠILAS Vandžiogalos paštomatas (naujas!)

Kazlų Rūdos MAXIMA paštomatas (naujas!)

Kėdainių MAXIMA Basanavičiaus 93 paštomatas

Kėdainių MAXIMA Dariaus ir Girėno paštomatas (n

Kelmės MAXIMA Vytauto Didžiojo paštomatas

Klaipėdos HERKAUS GALERIJA paštomatas (naujas!)

Klaipėdos MAXIMA Šilutės pl. 68 paštomatas

Klaipėdos NORFA Tauralaukio paštomatas
Klaipėdos NORFA Vingio paštomatas

Klaipėdos PC ARENA paštomatas

