Klaipėdos PC BIG1 paštomatas

Klaipėdos PC STUDLENDAS paštomatas

Klaipėdos RIMI Slengių paštomatas (naujas!)

Klaipėdos TECHNORAMA paštomatas

Klaipėdos VIADA Priestočio paštomatas

Kretingos MAXIMA Rotušės paštomatas

Kretingos NORFA paštomatas (naujas!)

Kupiškio NORFA Purėno paštomatas (naujas!)

Kuršėnų MAXIMA Vilniaus g. paštomatas

Lazdijų NORFA paštomatas (grąžintas!)

Marijampolės MAXIMA Bažnyčios paštomatas

Marijampolės PC ARENA paštomatas

Mažeikių IKI Ventos paštomatas (naujas!)

Mažeikių PC EIFELIS paštomatas

Molėtų NORFA paštomatas (naujas!)

Naujosios Akmenės NORFA paštomatas (grąžintas!)

Pabradės NORFA paštomatas (naujas!)
Pakruojo NORFA paštomatas (naujas!)

Palangos RIMI paštomatas

Panevėžio MAXIMA LĖVUO paštomatas

Panevėžio MAXIMA TURGAUS paštomatas

Panevėžio RIMI paštomatas

Panevėžio NORFA Beržų paštomatas (naujas!)

Panevėžio NORFA Smėlynės paštomatas (naujas!)

Pasvalio NORFA paštomatas

Plungės IKI Laisvės paštomatas (naujas!)

Plungės NORFA Kalniškių paštomatas

Prienų NORFA paštomatas

Radviliškio IKI paštomatas

Raseinių MAXIMA Maironio paštomatas

Rietavo MAXIMA paštomatas (naujas!)

Rokiškio NORFA Panevėžio g. paštomatas

Skuodo MAXIMA Mosėdžio paštomatas (naujas!)

Šakių NORFA Šaulių paštomatas

Šalčininkų NORFA paštomatas (naujas!)

Šeduvos NORFA paštomatas (naujas!)
Šiaulių MOKI-VEŽI paštomatas

Šiaulių NORFA Tilžės 13A paštomatas (naujas!)

Šiaulių NORFA Valančiaus paštomatas

Šiaulių PC ARENA paštomatas

Šiaulių PC SAULĖS MIESTAS paštomatas (naujas!)

Šiaulių VIADA Tilžės paštomatas

Šilalės NORFA paštomatas

Šilutės MAXIMA Lietuvininkų paštomatas

Šilutės MAXIMA Miško paštomatas (naujas!)

Širvintų MAXIMA paštomatas (naujas!)

Švenčionių MAXIMA paštomatas (naujas!)

Tauragės NORFA Gedimino paštomatas

Telšių NORFA Gedimino paštomatas

Telšių PC TULPĖ paštomatas (naujas!)

Trakų NORFA paštomatas (naujas!)

Ukmergės IKI Vilniaus g. paštomatas

Ukmergės MAXIMA Žiedo paštomatas

Utenos RIMI-SENUKAI paštomatas

Varėnos IKI paštomatas (grąžintas!)
Vilkaviškio NORFA Nepriklausomybės paštomatas

Vilniaus IKI Bajorų paštomatas (naujas!)

Vilniaus IKI Buivydiškių paštomatas (naujas!)

Vilniaus IKI Didlaukio paštomatas

Vilniaus IKI Jeruzalės paštomatas

Vilniaus IKI Saulėtekio paštomatas (naujas!)

Vilniaus IKI Stanevičiaus paštomatas (naujas!)

Vilniaus IKI Šeškinės paštomatas

Vilniaus MAXIMA Antakalnio paštomatas (naujas!)

Vilniaus MAXIMA Architektų paštomatas (naujas!)

Vilniaus MAXIMA Grigiškių paštomatas

Vilniaus MAXIMA Grybo paštomatas

Vilniaus MAXIMA Kęstučio paštomatas (naujas!)

Vilniaus MAXIMA Naugarduko paštomatas (naujas!)

Vilniaus MAXIMA Pilaitės paštomatas (naujas!)

Vilniaus MAXIMA Sausio 13-os paštomatas (grąžin

Vilniaus MAXIMA Šaltkalvių paštomatas

Vilniaus MAXIMA Taikos 162A paštomatas (naujas!

Vilniaus MAXIMA Tuskulėnų paštomatas
Vilniaus MAXIMA Viršuliškių paštomatas

Vilniaus NORFA Genių paštomatas

Vilniaus NORFA Minsko paštomatas

Vilniaus NORFA Molėtų pl. paštomatas

Vilniaus NORFA Rygos paštomatas (naujas!)

Vilniaus NORFA Žvalgų paštomatas

Vilniaus PC DOMUS PRO paštomatas

Vilniaus PC MANDARINAS paštomatas

Vilniaus RIMI Architektų paštomatas

Vilniaus RIMI Fabijoniškių paštomatas (naujas!)

Vilniaus RIMI Kareivių paštomatas (naujas!)

Vilniaus RIMI Medeinos paštomatas (naujas!)

Vilniaus RIMI Rygos paštomatas

Vilniaus RIMI Savanorių paštomatas

Vilniaus RIMI Vydūno paštomatas

Vilniaus RIMI Zarasų g. paštomatas (naujas!)

Vilniaus RIMI Žirmūnų paštomatas

Vilniaus VC ŽALGIRIO 135 paštomatas (naujas!)

Vilniaus CUP paštomatas
Vilniaus VIADA Saltoniškių paštomatas        

Vilniaus VIADA Saulėtekio paštomatas      

Visagino VIADA paštomatas             

Zarasų IKI Vytauto paštomatas (grąžintas!)
